  100		 9.63E-07		 1.85E-07
  200		 4.13E-05		 3.65E-07
  300		 1.56E-04		 6.46E-07
  400		 3.10E-04		 1.21E-06
  500		 4.97E-04		 2.18E-06
  600		 6.92E-04		 3.57E-06
  700		 8.85E-04		 5.38E-06
  800		 1.08E-03		 7.70E-06
  900		 1.27E-03		 1.06E-05
 1000		 1.46E-03		 1.42E-05
 1100		 1.65E-03		 1.85E-05
 1200		 1.84E-03		 2.37E-05
 1300		 2.03E-03		 2.99E-05
 1400		 2.23E-03		 3.75E-05
 1500		 2.44E-03		 4.69E-05
 1600		 2.67E-03		 5.86E-05
 1700		 2.94E-03		 7.32E-05
 1800		 3.24E-03		 9.14E-05
 1900		 3.59E-03		 1.14E-04
 2000		 3.99E-03		 1.41E-04
 2100		 4.53E-03		 1.72E-04
 2200		 5.33E-03		 2.08E-04
 2300		 6.21E-03		 2.48E-04
 2400		 7.16E-03		 2.93E-04
 2500		 8.15E-03		 3.40E-04
 2600		 9.19E-03		 3.91E-04
 2700		 1.03E-02		 4.44E-04
 2800		 1.13E-02		 4.99E-04
 2900		 1.25E-02		 5.55E-04
 3000		 1.36E-02		 6.12E-04
 3100		 1.47E-02		 6.70E-04
 3200		 1.58E-02		 7.29E-04
 3300		 1.70E-02		 7.87E-04
 3400		 1.81E-02		 8.45E-04
 3500		 1.92E-02		 9.02E-04
 3600		 2.03E-02		 9.59E-04
 3700		 2.14E-02		 1.01E-03
 3800		 2.25E-02		 1.07E-03
 3900		 2.35E-02		 1.12E-03
 4000		 2.45E-02		 1.17E-03
 4100		 2.54E-02		 1.22E-03
 4200		 2.64E-02		 1.27E-03
 4300		 2.72E-02		 1.32E-03
 4400		 2.80E-02		 1.36E-03
 4500		 2.88E-02		 1.40E-03
 4600		 2.95E-02		 1.44E-03
 4700		 3.02E-02		 1.48E-03
 4800		 3.08E-02		 1.51E-03
 4900		 3.14E-02		 1.55E-03
