           t                   Max1/Max2               Max2/Max3        
100                     5.111835505289899       0.7410317281749896      
200                     111.16803930772734      0.7581058540477401      
300                     240.34925795790866      0.9218665681824262      
400                     257.9774206811863       1.3329635639704116      
500                     229.2518529539875       1.9974462506013073      
600                     194.88089360538154      2.8285344314759215      
700                     165.21531215585918      3.7915942423451297      
800                     140.36986727004353      4.923181111121445       
900                     119.85453827771688      6.248801815043528       
1000                    103.05032446927541      7.780036965565065       
1100                    89.1991367540609        9.52105052375962        
1200                    77.60176588325284       11.504347980092838      
1300                    67.72120280515934       13.815163058775429      
1400                    59.186162798272804      16.53283842296572       
1500                    51.76242127286708       19.7955305821202        
1600                    45.31771129983485       23.78207311866339       
1700                    39.782070997066484      28.67655307599464       
1800                    35.10599457975481       34.56924062535306       
1900                    31.226943970158565      41.60576873812424       
2000                    28.056045937805944      49.7770544928907        
2100                    26.028100538516075      59.107204944887016      
2200                    25.307486971290764      69.46404125189935       
2300                    24.680934023608597      80.5961775288152        
2400                    24.128089610436675      92.4238081625628        
2500                    23.638003114576275      104.77308658543967      
2600                    23.204629093628867      117.47945949886595      
2700                    22.82402378797511       130.39373206463875      
2800                    22.49289338278992       143.38461749101876      
2900                    22.20797829148841       156.3391394940503       
3000                    21.965870031039827      169.16180093604592      
3100                    21.763014498164438      181.77307585954753      
3200                    21.59577340341218       194.10755919774323      
3300                    21.460486239462142      206.1119821076433       
3400                    21.353512415089465      217.7432313678274       
3500                    21.271251496117564      228.96647419982978      
3600                    21.210148623972568      239.7534746270201       
3700                    21.166697534028728      250.08118973635882      
3800                    21.137457256007984      259.9307467488386       
3900                    21.119099795693618      269.28690676427544      
4000                    21.108501596978893      278.1380892364044       
4100                    21.102877467942186      286.47693595766174      
4200                    21.09993252528276       294.3012383538434       
