           t                   Max1/Max2               Max2/Max3        
100                     7.144668234231636       0.7410372496026986      
200                     143.3043250293421       0.7584363178510443      
300                     245.97162896132576      1.0288487956694803      
400                     226.93437180427443      1.8071073891584473      
500                     134.8042488736062       4.502515372229981       
600                     64.02373222408065       12.694660165447207      
700                     36.959956017064215      28.360003565540268      
800                     23.688118595308882      56.61286399895646       
900                     16.02959442851377       105.42215123010514      
1000                    11.181862776776406      181.26200428909073      
1100                    8.242603211856222       283.28847535078427      
1200                    6.755996137827262       400.8565101838815       
1300                    5.9402674406741625      517.5024978353578       
1400                    5.406442266166085       617.8573700639705       
1500                    5.0647423289636215      692.5428858123662       
1600                    4.8565850895810145      739.4424054110501       
1700                    4.742359171864552       761.8896396754737       
1800                    4.694737250942154       765.6749315400571       
1900                    4.69467957325874        756.6596939312633       
2000                    4.72855234620331        739.6109651652691       
2100                    4.7862439879415595      717.9440607066011       
2200                    4.859923971107843       693.9243251637909       
2300                    4.943266045484585       668.9954623011873       
2400                    5.031157350480157       644.0884401161325       
2500                    5.119764635922374       619.8538112168952       
2600                    5.206679349067071       596.7893150385729       
2700                    5.290862208505362       575.2685138205184       
2800                    5.372324410636573       555.5213866141172       
2900                    5.451705076955831       537.628317556067        
3000                    5.529914112209633       521.5448595447314       
3100                    5.6079048476314055      507.14302314284384      
3200                    5.6865598788066105      494.25117440714246      
3300                    5.766650123351104       482.68378388763955      
3400                    5.848833496585733       472.2601644219569       
3500                    5.933671721673484       462.81464313633523      
3600                    6.021653379868998       454.2010527589038       
3700                    6.113218099057523       446.2941572017885       
3800                    6.208777823998949       438.98829521509487      
3900                    6.308737668341518       432.1965516641891       
4000                    6.413513871415745       425.84866410476104      
4100                    6.523547593024713       419.88843185061705      
4200                    6.639315350392926       414.2714800982916       
4300                    6.76133469647765        408.9611469722487       
4400                    6.890171384317011       403.9269487878882       
4500                    7.026448647601153       399.14447078252675      
4600                    7.170853919867779       394.59266360223165      
4700                    7.324148078134134       390.2525263916572       
4800                    7.487180285801628       386.10875193677896      
4900                    7.660913312413879       382.15712369327395      
5000                    7.846449002826307       378.4081371137628       
