           t                   Max1/Max2               Max2/Max3        
100                     4.601418736779716       0.7410304705900226      
200                     98.91439080432893       0.7580308181375172      
300                     235.11247681729807      0.8951575026575428      
400                     261.69085409452885      1.2745365616025206      
500                     235.50836393611564      1.9146626017190385      
600                     199.6385740901385       2.755504761860142       
700                     168.2440497411156       3.751569824354515       
800                     142.21874017010484      4.926988478064365       
900                     120.82590736410283      6.314271475144733       
1000                    103.28948479377233      7.937740021382092       
1100                    88.8358802271607        9.808047856338785       
1200                    76.77439388862436       11.961228644973746      
1300                    66.55940816852983       14.485069298135329      
1400                    57.79724613901914       17.468136628549473      
1500                    50.22665621800544       21.054070359379182      
1600                    43.69038604576284       25.444180013332982      
1700                    38.099251236798565      30.847758286057207      
1800                    33.39119446490938       37.43131237500078       
1900                    29.496604941728457      45.28098190765005       
2000                    26.32280632537283       54.431155952643884      
2100                    24.2033747463241        64.91121549139096       
2200                    23.387750721033232      76.57273264144305       
2300                    22.690343211959068      89.13306803834345       
2400                    22.08736436456118       102.49418510677677      
2500                    21.5640712028703        116.45491747382495      
2600                    21.11070106759869       130.824995081806        
2700                    20.719955924926072      145.4323329955439       
2800                    20.385692450478444      160.12602245038138      
2900                    20.10233721404156       174.77670701923603      
3000                    19.864667113761865      189.27546995204065      
3100                    19.667744489343875      203.5319171531258       
3200                    19.506901982895812      217.47186243536498      
3300                    19.377732418974343      231.03486349808463      
3400                    19.276069322893104      244.17177081269372      
3500                    19.19795815340379       256.84240947783087      
3600                    19.139625695989306      269.0135049663848       
3700                    19.09745982488924       280.6569816724504       
3800                    19.068015148008158      291.7487944412109       
3900                    19.048060016699292      302.2684651937407       
4000                    19.03467272283944       312.19943911223197      
