           t                      Max1                    Max2                    Max3          
100                     1.1549095377892337e-06  1.8499788411817494e-07  2.496480910673603e-07   
200                     4.810565772619141e-05   3.6518245586329106e-07  4.815906220020222e-07   
300                     0.0001674536114117989   6.82336270651539e-07    6.97094725456851e-07    
400                     0.000329768281342255    1.3371302147118056e-06  8.973521089618656e-07   
500                     0.0005143273246729214   2.4108041790604713e-06  1.083483619836813e-06   
600                     0.0006999156066585964   3.856152346142921e-06   1.2565324129999525e-06  
700                     0.0008830562535497181   5.722527503927254e-06   1.4174658479966553e-06  
800                     0.0010652123456762986   8.0896672689427e-06     1.5671918632174275e-06  
900                     0.0012448988660988137   1.0972138193755319e-05  1.7065518939455492e-06  
1000                    0.001421619678808831    1.4384452878178204e-05  1.836322513994417e-06   
1100                    0.0015971252751572896   1.840338639742031e-05   1.9606098851669367e-06  
1200                    0.001774685566189561    2.3180130476690204e-05  2.0810459611388836e-06  
1300                    0.0019587596379280242   2.8937616740020434e-05  2.1946563522637356e-06  
1400                    0.0021553154494168337   3.597312002103095e-05   2.3058386512309115e-06  
1500                    0.0023723360775719324   4.466814094034671e-05   2.4128531834889768e-06  
1600                    0.0026197955208152      5.548631543460504e-05   2.514615718239969e-06   
1700                    0.0029086431537862782   6.893646531032241e-05   2.613548814876952e-06   
1800                    0.003248762534076663    8.54949878402984e-05    2.7152284227640494e-06  
1900                    0.003646580912148081    0.0001055116757249056   2.813746868747369e-06   
2000                    0.004134107590043856    0.0001291425761481015   2.9132391005565695e-06  
2100                    0.004956273782246873    0.0001563392270192807   3.0090654894075073e-06  
2200                    0.005872717812162524    0.00018688746557056477  3.1026668159165786e-06  
2300                    0.006868415956932675    0.00022046645010806987  3.1978502379737357e-06  
2400                    0.007928302913256711    0.0002567023598083529   3.2900348653030976e-06  
2500                    0.00903878965402921     0.00029520631267139773  3.3793184843124134e-06  
2600                    0.010188347802208125    0.00033559710693385135  3.4657947783995105e-06  
2700                    0.011367516657310735    0.00037751326563696257  3.5495536366735486e-06  
2800                    0.012568634944234021    0.00042061860388571253  3.6306814657241274e-06  
2900                    0.013785482780231428    0.00046460413086086405  3.709261480523407e-06   
3000                    0.015012925050905476    0.0005091878848320312   3.7853739646138674e-06  
3100                    0.01624659097457126     0.0005541135556091831   3.859096497688266e-06   
3200                    0.017482596904835338    0.0005991483713482877   3.930504153064719e-06   
3300                    0.01871730863834548     0.0006440805627415917   3.999669669965303e-06   
3400                    0.019947137800725306    0.0006887166611201099   4.066663606572409e-06   
3500                    0.02116837035984644     0.0007328788819383407   4.13155447964457e-06    
3600                    0.02237703244979192     0.000776402868445759    4.1944088947900855e-06  
3700                    0.023568808553470228    0.0008191361110793622   4.2552916680015505e-06  
3800                    0.024739037299099334    0.0008609373916654814   4.314265933618121e-06   
3900                    0.025882814939191454    0.0009016775678244555   4.371393227087182e-06   
4000                    0.0269952269438819      0.0009412418274185546   4.426733524962136e-06   
4100                    0.028071696656719405    0.0009795331623753036   4.480345224052245e-06   
4200                    0.029108391386939256    0.0010164763230502089   4.532285051814836e-06   
4300                    0.030102584899255703    0.0010520211527040673   4.582607921718298e-06   
4400                    0.031052873481053327    0.0010861442175493297   4.631366771680246e-06   
