           t                   Max1/Max2               Max2/Max3        
100                     3.368414529328368       0.7410273635478325      
200                     59.20538229830632       0.7578686872012913      
300                     203.60182036482684      0.8189672121311172      
400                     264.7243593357091       1.1118596749115406      
500                     252.84038680906687      1.6644302864489597      
600                     215.43582659572775      2.4856308279904034      
700                     178.99311184887154      3.540860319535292       
800                     148.90563197361038      4.82849300669816        
900                     124.79415896717217      6.367312080790705       
1000                    105.46481418808831      8.182142723518407       
1100                    89.81867945375232       10.283338865911778      
1200                    76.97622279748431       12.70652614209616       
1300                    66.26726359391938       15.536460010997317      
1400                    57.19914670320418       18.871704834491773      
1500                    49.42857762959689       22.84863262292697       
1600                    42.73859626061385       27.69264779491472       
1700                    37.00713196391198       33.63819968568839       
1800                    32.16349459654171       40.915873578466815      
1900                    28.14504526890298       49.704126753888964      
2000                    24.870412014427675      59.979711644265855      
2100                    22.236350157589335      71.75202492666278       
2200                    21.138085381450775      84.90893230317646       
2300                    20.389824213659125      99.13676904753191       
2400                    19.769187417618493      114.31864337894163      
2500                    19.249540253147327      130.22630165438025      
2600                    18.81206471619141       146.6467588524596       
2700                    18.443006631434322      163.39041204829314      
2800                    18.131829585675757      180.29336549492376      
2900                    17.87009229209331       197.21661402235117      
3000                    17.65079029981788       214.04373245025303      
3100                    17.467964507839824      230.6779477267744       
3200                    17.316454626917754      247.03901954607804      
3300                    17.191730188462483      262.1227138956088       
3400                    17.089764392271345      276.3150699147409       
3500                    17.00693445267714       289.80000783974447      
3600                    16.93994273053096       302.5251951283218       
3700                    16.885759921945603      314.43719408126486      
3800                    16.841596629820828      325.47860425731136      
3900                    16.80491216358276       335.58748824653816      
4000                    16.77346662983304       344.7002697448748       
4100                    16.745411103610245      352.7588154422723       
4200                    16.719391817509816      359.7210325209321       
4300                    16.694627477498404      365.57235197045355      
4400                    16.670919180582757      370.33411593173446      
4500                    16.648576644202553      374.06547038843706      
4600                    16.62827951199024       376.8579256076561       
4700                    16.610915149620887      378.8246742517257       
4800                    16.597433124672246      380.088237675178        
4900                    16.58873922138235       380.769590789388        
5000                    16.585633087161305      380.9804534900982       
