           t                   Max1/Max2               Max2/Max3        
100                     4.453379169502757       0.7410301069847816      
200                     94.93873531904993       0.758009792201758       
300                     233.04159383989918      0.8870540888177553      
400                     262.59912717153117      1.2573931812350623      
500                     237.36498936776053      1.889766425622015       
600                     201.09565376918073      2.732553561091894       
700                     169.1398023618758       3.739189137986881       
800                     142.72279646485995      4.929726263350385       
900                     121.06593126517375      6.33690050040478        
1000                    103.33315229024169      7.987734488788551       
1100                    88.7284170673734        9.894760824671915       
1200                    76.55439359347447       12.095458217678292      
1300                    66.26012454960632       14.678634394108919      
1400                    57.44534173012407       17.735829143016897      
1500                    49.84183253305445       21.411962527901036      
1600                    43.28602786264336       25.91474475406807       
1700                    37.683928667431424      31.460416765592797      
1800                    32.97057788134122       38.239896950782274      
1900                    29.074957558847107      46.317354411841734      
2000                    25.90363222797126       55.740561399296844      
2100                    23.768858341668825      66.53946010719929       
2200                    22.93479022993599       78.56015495800558       
2300                    22.224982055822277      91.51085423379985       
2400                    21.61445088501375       105.28835811262066      
2500                    21.087286563674905      119.6842778731225       
2600                    20.632688678779406      134.5018988076659       
2700                    20.242495282575565      149.5636635309025       
2800                    19.90987854486523       164.7141559129631       
2900                    19.62874352449265       179.82037290031565      
3000                    19.39348284554433       194.77046936780047      
3100                    19.198884582806674      209.471688938386        
3200                    19.04009248553838       223.84789945597805      
3300                    18.912575413755917      237.83698588085016      
3400                    18.812091886850645      251.38826433389087      
3500                    18.734649532643335      264.4600396988048       
3600                    18.676466453818787      277.0174242865261       
3700                    18.633946331010495      289.0305602619938       
3800                    18.603682374395614      300.47342769142784      
3900                    18.5825048591812        311.3234351106215       
4000                    18.56757845956089       321.561922113979        
