           t                   Max1/Max2               Max2/Max3        
100                     6.821986619223627       0.74103627667079        
200                     139.5590832151937       0.7583807811528093      
300                     246.0085533976496       1.0099167833094471      
400                     236.90460023738405      1.6436812883535117      
500                     192.85423591834652      2.641910679090621       
600                     157.55559289512408      3.7516418272118397      
700                     129.3702784937711       5.078206120763818       
800                     107.82888512718789      6.607084523222528       
900                     91.65217330467759       8.297079101565227       
1000                    79.06737577616214       10.19278193749015       
1100                    68.79789047849567       12.379756181873306      
1200                    60.17362200493898       15.012724923999034      
1300                    52.905520568894346      18.27898979336024       
1400                    46.852953380870396      22.37291772003012       
1500                    41.90121604419586       27.475550927957084      
1600                    37.91530454224599       33.80335421550201       
1700                    35.35235467850973       41.45228106715006       
1800                    35.45895767787045       50.39449261451025       
1900                    35.3989926070573        60.40340607118636       
2000                    35.185713877690795      71.12876398132781       
2100                    34.85939554583728       82.49392111769282       
2200                    34.463889061595246      94.21742363438389       
2300                    34.03615374317764       106.01679939692985      
2400                    33.603655308659626      117.84447190401683      
2500                    33.18512945231          129.57071817648927      
2600                    32.7923152325078        141.09107896429302      
2700                    32.43169012612903       152.3220638861855       
2800                    32.10591080730743       163.19690597896786      
2900                    31.81492001933031       173.6614955681757       
3000                    31.556764886581657      183.67068999210153      
3100                    31.32820402981671       193.1853358945162       
3200                    31.1252001041039        202.17044750654887      
3300                    30.943396821732616      210.59498404544146      
3400                    30.778639800993403      218.43343726497875      
3500                    30.627504963513346      225.66885804319415      
3600                    30.487690649374674      232.29617695495898      
3700                    30.35811331729805       238.32427884428935      
3800                    30.238674974574685      243.77578048655997      
3900                    30.129841853127733      248.68458161472958      
4000                    30.032233207579086      253.09217008354673      
4100                    29.946344809736466      257.0438325274725       
4200                    29.872424879106163      260.58552797072616      
4300                    29.8104602942122        263.7616809827511       
4400                    29.760221903457136      266.6138221537768       
