           t                   Max1/Max2               Max2/Max3        
100                     4.31504778262515        0.741029766579792       
200                     91.03828931695345       0.7579904761816555      
300                     230.82012966732307      0.8792893338054999      
400                     263.3647584968092       1.2410896677810752      
500                     239.13389286767344      1.86579579011148        
600                     202.51937586928304      2.7097270946674272      
700                     170.01957283100137      3.726132341483639       
800                     143.21310922111792      4.931351029488943       
900                     121.29966959197999      6.357657909444898       
1000                    103.38545846715603      8.033983185766846       
1100                    88.64695623762547       9.974341907857921       
1200                    76.37621989543499       12.217490458849825      
1300                    66.0153374654032        14.853100113915874      
1400                    57.15721165402229       17.975390779634544      
1500                    49.52698360932338       21.73018618138879       
1600                    42.95525866166376       26.330864651720017      
1700                    37.343826663780575      31.99973270599449       
1800                    32.62550475466502       38.94976971464233       
1900                    28.728445315636897      47.226558237040905      
2000                    25.558831121473265      56.88721178161814       
2100                    23.4058966907526        67.96317753957436       
2200                    22.557636558764518      80.29561771858849       
2300                    21.83892007391027       93.58473139204851       
2400                    21.22356104750351       107.72287241461639      
2500                    20.69453520069539       122.4955646732054       
2600                    20.24009701720716       137.70079053143567      
2700                    19.85132951850308       153.1565919672795       
2800                    19.52082837392713       168.70399961541594      
2900                    19.242074565480674      184.20717679192174      
3000                    19.009159317428214      199.5520163245094       
3100                    18.816664302002387      214.64392549628892      
3200                    18.65959860705392       229.4052248888963       
3300                    18.533349840070617      243.77241456936073      
3400                    18.43363491168934       257.6934703752632       
3500                    18.35644965159755       271.12529337958546      
3600                    18.29802364977294       284.0314354622962       
3700                    18.254791625653077      296.38025661438104      
3800                    18.223395948490378      308.14371694848023      
3900                    18.20073430638101       319.2970251235537       
4000                    18.184057367829755      329.81928860616927      
4100                    18.17110083008564       339.6950866045185       
4200                    18.16021077925094       348.916544420922        
4300                    18.15040875672354       356.1604276842648       
4400                    18.141360147135025      360.67194796290795      
4500                    18.13325096433852       364.1698561253102       
4600                    18.12661530822118       366.7591597757676       
4700                    18.1221648819164        368.5610745015844       
4800                    18.120655201424228      369.7011282341282       
4900                    18.12279924718593       370.2998007863032       
5000                    18.12922284891361       370.4664883033969       
