           t                   Max1/Max2               Max2/Max3        
100                     5.307099305635717       0.7410322147405526      
200                     115.31312670565805      0.7581355079071957      
300                     241.74592754913587      0.9317464652442006      
400                     256.3456672628404       1.355840539731542       
500                     226.849304367785        2.029251661346771       
600                     193.05621238595953      2.856585777055289       
700                     163.95920917479714      3.8099999429149407      
800                     139.51461375282145      4.929126933510893       
900                     119.34307643760057      6.234432515534346       
1000                    102.85295984252265      7.732220804212214       
1100                    89.26763026993771       9.425117678364453       
1200                    77.87610928258704       11.3455690357676        
1300                    68.14411102539347       13.578745212847725      
1400                    59.71119840490091       16.20132537447857       
1500                    52.35631251071164       19.34922475775305       
1600                    45.95868064955642       23.1930615814768        
1700                    40.45646810370309       27.90737210602261       
1800                    35.805052156481814      33.5574039238319        
1900                    31.944413139426914      40.304252192611564      
2000                    28.786802019241076      48.12334403254036       
2100                    26.841917748644253      57.034958306883574      
2200                    26.172540028947434      66.91092145666268       
2300                    25.586564762262054      77.51013948050053       
2400                    25.064756970896298      88.75908832302818       
2500                    24.597532142724056      100.49426460728263      
2600                    24.180290138067328      112.5614442279695       
2700                    23.810475038898588      124.82107693883944      
2800                    23.486037041098403      137.15047660268732      
2900                    23.204777088390514      149.4440825639574       
3000                    22.9641577821223        161.61262687816344      
3100                    22.761320581175777      173.58170895556526      
3200                    22.593170402727047      185.29007514680592      
3300                    22.45646312277386       196.6877875311863       
3400                    22.34787172925393       207.73440496268708      
3500                    22.264027152012268      218.3972667745822       
3600                    22.201540026691095      228.64995515134964      
3700                    22.157015532911142      238.47101213777628      
3800                    22.127077378582307      247.84299604001254      
3900                    22.108418608406797      256.7519654138585       
4000                    22.09789332804472       265.18745297536134      
4100                    22.09265083011599       273.1429138279731       
