           t                      Max1                    Max2                    Max3          
100                     7.743422735720126e-07   1.8499658780595583e-07  2.4964809226886184e-07  
200                     3.183939997221523e-05   3.650324625280471e-07   4.815904998314374e-07   
300                     0.0001388438641749509   6.07750461123742e-07    6.970913666342199e-07   
400                     0.00029031305445504756  1.0996826910670296e-06  8.973346176464809e-07   
500                     0.00048077016471028035  1.996344177842702e-06   1.0834404695871304e-06  
600                     0.000688425432309777    3.3759590854101694e-06  1.2564653290624592e-06  
700                     0.0008991646915053514   5.261417868236158e-06   1.4173914252265372e-06  
800                     0.0011105394765178382   7.727842555767598e-06   1.5671402324230038e-06  
900                     0.0013224341131625574   1.0880478817907008e-05  1.7065813979058207e-06  
1000                    0.0015343560993436986   1.4830803384570428e-05  1.8365326810879082e-06  
1100                    0.0017459141117211043   1.970587785522529e-05   1.961616049348502e-06   
1200                    0.0019575930938161954   2.5675392734614548e-05  2.0829834407057333e-06  
1300                    0.0021712956656085003   3.2984949298960825e-05  2.1979280507986446e-06  
1400                    0.0023907922707527905   4.1993031875938564e-05  2.3091684410352103e-06  
1500                    0.00262208132765363     5.320660144751847e-05   2.4177411088083326e-06  
1600                    0.002873385854989242    6.729855945506414e-05   2.521517844888703e-06   
1700                    0.003154457207543239    8.50806934631063e-05    2.6209599214268446e-06  
1800                    0.0034750489017819227   0.00010741294193498046  2.716508368116144e-06   
1900                    0.003842859443411633    0.00013506237100142563  2.813773136379368e-06   
2000                    0.00426179211386733     0.0001685636786004771   2.913271413897309e-06   
2100                    0.004809175166260679    0.0002081383177035521   3.009104513461663e-06   
2200                    0.005643774553481245    0.00025369363053881575  3.1027496475554475e-06  
2300                    0.006561472107278383    0.00030488162338110846  3.197904262567887e-06   
2400                    0.0075498120077647675   0.00036118053732144624  3.290049788526736e-06   
2500                    0.00859708797980241     0.0004219707468266019   3.379284370359301e-06   
2600                    0.009693064343795086    0.0004865926882563171   3.4657024154030277e-06  
2700                    0.010829072590465916    0.0005543861216232509   3.5493947861458152e-06  
2800                    0.011997809292139882    0.0006247146912723227   3.630449011516752e-06   
2900                    0.013193040809788328    0.0006969801400479502   3.7089494978698766e-06  
3000                    0.014409310610545303    0.0007706294631457636   3.7849777300881436e-06  
3100                    0.015641679686588493    0.0008451571879155516   3.858612459026248e-06   
3200                    0.016885500867001465    0.0009201042178892541   3.929929875093635e-06   
3300                    0.018136218408578157    0.000995054244492369    3.999003769997878e-06   
3400                    0.019389184922667477    0.0010696285014166198   4.06590568973681e-06    
3500                    0.020639494032818215    0.001143479557398114    4.1307050816401284e-06  
3600                    0.021881838302801205    0.001216284907875307    4.193469436149e-06      
3700                    0.02311041785022115     0.0012877413351906554   4.254264419524428e-06   
3800                    0.02431894300578012     0.0013575612959803608   4.313153986635391e-06   
3900                    0.02550078531744603     0.0014254727607442529   4.370200454771332e-06   
4000                    0.02664931848239757     0.001491223626939048    4.425464514440592e-06   
4100                    0.027758438705996823    0.0015545907315503375   4.479005158733063e-06   
4200                    0.028823169084335326    0.0016153916865638267   4.5586008650238685e-06  
4300                    0.02984018035663455     0.0016734960504418903   4.650200662550962e-06   
4400                    0.030808062460686975    0.0017288319360192407   4.745805854388746e-06   
4500                    0.03172727440041682     0.0017813856410802407   4.84502889199074e-06    
4600                    0.03259982585976735     0.0018311945143200125   4.947234067263628e-06   
4700                    0.03342882223339716     0.0018783354596295244   5.051626405873284e-06   
4800                    0.03421800530190556     0.0019229121882596322   5.157343350264776e-06   
4900                    0.034971373428651455    0.0019650436820141245   5.2635305550386294e-06  
5000                    0.03569291106790553     0.002004855136708767    5.369394395466179e-06   
