           t                      Max1                    Max2                    Max3          
100                     9.817989272314368e-07   1.8499727830395873e-07  2.496480917077664e-07   
200                     4.210207906449503e-05   3.65110896454681e-07    4.81590550299584e-07    
300                     0.00015701737677546393  6.495140512493204e-07   6.970931207977159e-07   
400                     0.0003118839400019422   1.216653838280623e-06   8.973428678578395e-07   
500                     0.0004987541785076709   2.19861453795359e-06    1.083460755426666e-06   
600                     0.0006929330136127544   3.589281096157824e-06   1.2564933722584847e-06  
700                     0.0008854337351476904   5.400329384388091e-06   1.4174093084779488e-06  
800                     0.0010776850843526367   7.724531899303218e-06   1.5671196955362699e-06  
900                     0.0012696824079328653   1.0638928087267201e-05  1.7064789875835799e-06  
1000                    0.0014603612171382294   1.4198533706508562e-05  1.8362814598845587e-06  
1100                    0.0016496504512730154   1.847982797666537e-05   1.9606999729124006e-06  
1200                    0.0018390142944950622   2.3614614436140847e-05  2.0813953325473875e-06  
1300                    0.002031423361421963    2.98106957571868e-05    2.1953939992173196e-06  
1400                    0.002231479331702735    3.7371203246853306e-05  2.30667568134413e-06    
1500                    0.002445668353507011    4.6712005414946834e-05  2.414153848527176e-06   
1600                    0.0026824123619612734   5.836573905189254e-05   2.5165172285191746e-06  
1700                    0.002951468744274219    7.295418712055251e-05   2.6141546700776056e-06  
1800                    0.0032624366778191507   9.111665760354295e-05   2.715247514687316e-06   
1900                    0.003622710842768894    0.00011340671143204123  2.8137654282748495e-06  
2000                    0.004035792869330631    0.00014019594349636718  2.9132627067971124e-06  
2100                    0.004606706524665172    0.0001716235988726197   3.009094842310183e-06   
2200                    0.005433488334119296    0.0002076026372721078   3.10267192190096e-06    
2300                    0.006341999836193332    0.0002478644513290517   3.197832606034824e-06   
2400                    0.007319319334482348    0.0002920163695575068   3.289988384003538e-06   
2500                    0.008353174046694745    0.00033959398846300975  3.3792375096240073e-06  
2600                    0.009432762785007787    0.00039010130693831803  3.465674322268378e-06   
2700                    0.010548959908175032    0.0004430386160268308   3.549389469247357e-06   
2800                    0.011694184273837392    0.0004979207115007801   3.630470150994895e-06   
2900                    0.012862133117791247    0.0005542881566497033   3.709000364149482e-06   
3000                    0.014047489282955754    0.0006117136720725629   3.7850611297452754e-06  
3100                    0.015245647914444013    0.0006698050695288996   3.858730701288125e-06   
3200                    0.016452475446397673    0.0007282056990289341   3.930084751986713e-06   
3300                    0.01766409939119574     0.000786593119968299    3.99919654311826e-06    
3400                    0.01887672355399041     0.0008446765661931154   4.066137077027924e-06   
3500                    0.020086465060883716    0.0009021937012445774   4.130975238695513e-06   
3600                    0.021289215147911014    0.0009589071353751466   4.193777928976281e-06   
3700                    0.02248053451074017     0.0010146011983133958   4.2546101902197295e-06  
3800                    0.023655605205607683    0.0010690795174108669   4.313535320716795e-06   
3900                    0.02480927108852396     0.0011221639832299066   4.370614968501178e-06   
4000                    0.0259361998348691      0.0011736955849068716   4.425909188908421e-06   
4100                    0.027031181227350903    0.0012235372493418883   4.479476447675589e-06   
