           t                      Max1                    Max2                    Max3          
100                     7.982694598876272e-07   1.8499666749970106e-07  2.496480922130152e-07   
200                     3.323270951578716e-05   3.650410147766085e-07   4.815905031095996e-07   
300                     0.00014148008532195442  6.129451773806173e-07   6.970915645340941e-07   
400                     0.0002933024619130366   1.1136739159297582e-06  8.973355792421334e-07   
500                     0.0004834051937017333   2.021483395368089e-06   1.0834430038280377e-06  
600                     0.0006895153963649691   3.4046885311853797e-06  1.2564691617416356e-06  
700                     0.000897941122210262    5.281398531113892e-06   1.417394243439832e-06   
800                     0.001106766268111172    7.72810725310313e-06    1.5671379317533651e-06  
900                     0.0013160741937360743   1.0849775586058888e-05  1.706568006740427e-06   
1000                    0.001525391272614327    1.4754408359072282e-05  1.836499780732858e-06   
1100                    0.001734347968759916    1.9564664624365144e-05  1.9614992954023198e-06  
1200                    0.001943499284682998    2.544639270369495e-05   2.0827839227214354e-06  
1300                    0.0021548315533450667   3.264137753555155e-05   2.197613783331995e-06   
1400                    0.002372178254576887    4.150269381466496e-05   2.308861839136537e-06   
1500                    0.00260157398147382     5.252841566115643e-05   2.4173016845177945e-06  
1600                    0.0028512670381525425   6.637760141570769e-05   2.520904736463779e-06   
1700                    0.003131024599604609    8.38431644350299e-05    2.6201207743002057e-06  
1800                    0.0034505823525430497   0.0001057633400154418   2.7153778004413294e-06  
1900                    0.003817575031488876    0.00013288484599655552  2.813773667976736e-06   
2000                    0.004235812208896051    0.0001657279313269272   2.9132721772888606e-06  
2100                    0.004786701903226958    0.000204508375238541    3.009105557483059e-06   
2200                    0.005619934249277532    0.00024913666086591723  3.102742938463526e-06   
2300                    0.0065358308885269745   0.000299274454341493    3.1978983097975857e-06  
2400                    0.007521907960481137    0.0003544130951278756   3.2900449754418823e-06  
2500                    0.00856643960987716     0.0004139469442922934   3.3792810816997677e-06  
2600                    0.009659176855834001    0.00047722977056988575  3.465701022689039e-06   
2700                    0.010791447527381065    0.0005436133392135043   3.5493956363931255e-06  
2800                    0.011955957741447136    0.000612471843531806    3.6304524191958705e-06  
2900                    0.013146498327967137    0.000683216265648991    3.708955739660155e-06   
3000                    0.014357652172101455    0.0007553017959577988   3.7849870418223937e-06  
3100                    0.015584533859794815    0.0008282304243550956   3.858625034182089e-06   
3200                    0.016822563265877857    0.0009015501147767667   3.9299458641946725e-06  
3300                    0.018067265021439228    0.0009748515609615442   3.999023280315292e-06   
3400                    0.019314086124635792    0.0010477632988373949   4.065928784736383e-06   
3500                    0.020558229895362407    0.0011199458656523614   4.130731779732537e-06   
3600                    0.021794515072806882    0.0011910857418242177   4.193499708529018e-06   
3700                    0.023017284002338812    0.0012608899884670886   4.254298187303436e-06   
3800                    0.024220401074924167    0.0013290827430510052   4.313191118134074e-06   
3900                    0.025397393383921104    0.0013954048752317105   4.37024076466654e-06    
4000                    0.026541774237005475    0.0014596178234656109   4.425507767098824e-06   
4100                    0.027647541493771934    0.0015215116438073077   4.479051077882353e-06   
4200                    0.028709761936572622    0.0015809156779928533   4.530927820051107e-06   
4300                    0.02972508218099582     0.0016377086918213134   4.5982331683213765e-06  
4400                    0.030692005166112146    0.0016918249192555267   4.690758260549602e-06   
4500                    0.03161085751775174     0.0017432537375630412   4.786924860038912e-06   
4600                    0.032483493990529376    0.0017920330650916805   4.886130359190781e-06   
4700                    0.03331286326844234     0.0018382386147299827   4.987609223833214e-06   
4800                    0.03410256321383408     0.0018819718622069316   5.09052236652926e-06    
4900                    0.03485646881204429     0.0019233490553318756   5.194032109247133e-06   
5000                    0.0355784639872446      0.0019624925063666827   5.2973550059930975e-06  
