  100		 1.74E-01
  200		 8.09E-03
  300		 4.10E-03
  400		 3.96E-03
  500		 4.52E-03
  600		 5.30E-03
  700		 6.23E-03
  800		 7.30E-03
  900		 8.50E-03
 1000		 9.81E-03
 1100		 1.12E-02
 1200		 1.28E-02
 1300		 1.46E-02
 1400		 1.65E-02
 1500		 1.87E-02
 1600		 2.12E-02
 1700		 2.39E-02
 1800		 2.69E-02
 1900		 2.99E-02
 2000		 3.29E-02
 2100		 3.47E-02
 2200		 3.54E-02
 2300		 3.60E-02
 2400		 3.66E-02
 2500		 3.71E-02
 2600		 3.77E-02
 2700		 3.82E-02
 2800		 3.86E-02
 2900		 3.91E-02
 3000		 3.95E-02
 3100		 3.98E-02
 3200		 4.02E-02
 3300		 4.04E-02
 3400		 4.07E-02
 3500		 4.09E-02
 3600		 4.11E-02
 3700		 4.13E-02
 3800		 4.14E-02
 3900		 4.15E-02
 4000		 4.17E-02
 4100		 4.18E-02
 4200		 4.19E-02
 4300		 4.20E-02
 4400		 4.22E-02
 4500		 4.23E-02
 4600		 4.24E-02
 4700		 4.26E-02
 4800		 4.28E-02
 4900		 4.29E-02
