           t                   Max1/Max2               Max2/Max3        
100                     6.521909365711627       0.7410354143533011      
200                     135.6940968402505       0.7583301715298945      
300                     245.81866790101077      0.9934573534351675      
400                     242.62809527289963      1.5512714610347604      
500                     207.2055150907611       2.332353990918916       
600                     175.28656229799196      3.2152280074690576      
700                     148.30526334858723      4.236400729245297       
800                     126.26138651510104      5.413799102010574       
900                     108.83468591336904      6.722427345814117       
1000                    94.94597079934368       8.162017419990638       
1100                    83.49572085391372       9.75870957168937        
1200                    73.73490889840834       11.577598703158039      
1300                    65.25238517964482       13.724628582563513      
1400                    57.84938606235911       16.28255629095438       
1500                    51.430723120885524      19.383605841830516      
1600                    45.94392270499852       23.179119596609404      
1700                    41.34266129699702       27.7878739415188        
1800                    37.560348513403774      33.2161264604112        
1900                    34.49935005918083       39.536761648430605      
2000                    33.88530022488709       46.62606310907206       
2100                    33.76905313999374       54.428320124225635      
2200                    33.63157228161909       62.77316127807967       
2300                    33.4652158158119        71.42746981175603       
2400                    33.27448002246834       80.33976766225972       
2500                    33.06868212380359       89.39389789331815       
2600                    32.85774478021158       98.49345521641632       
2700                    32.65023211646806       107.56004918722034      
2800                    32.452697835291055      116.53067569544925      
2900                    32.269679916526634      125.35500056452288      
3000                    32.103955039246515      133.9928684766727       
3100                    31.956855887247077      142.41212550968862      
3200                    31.82856395167567       150.58676042052807      
3300                    31.718348014125628      158.49535162155792      
3400                    31.62474795940848       166.11981516381695      
3500                    31.54571975124478       173.44446730157532      
3600                    31.478767438474488      180.45543576213132      
3700                    31.421092933210492      187.14046745812624      
3800                    31.369790229928274      193.48916849681567      
3900                    31.322091962496685      199.49365198572357      
4000                    31.275641931364195      205.1494566523275       
4100                    31.228731023642133      210.45647660716944      
4200                    31.18042301006588       215.41958910714703      
4300                    31.130529651931994      220.04874155159607      
4400                    31.07945537411077       224.35843912519772      
