           t                      Max1                    Max2                    Max3          
100                     8.238606837206913e-07   1.849967524352254e-07   2.496480921510314e-07   
200                     3.465741575266717e-05   3.6505032046401174e-07  4.815905074308683e-07   
300                     0.00014410315982749146  6.183581113270754e-07   6.970917772908397e-07   
400                     0.0002962918853060441   1.1283049128815446e-06  8.973365926585334e-07   
500                     0.0004859951169311854   2.0474591397226267e-06  1.083445611035611e-06   
600                     0.0006904377199219327   3.433379622984905e-06   1.2564729459915763e-06  
700                     0.0008964264634730962   5.299914336870191e-06   1.4173966978636388e-06  
800                     0.0011026114846474754   7.725545686872465e-06   1.5671348213200707e-06  
900                     0.0013092381721550729   1.081425764022263e-05   1.706553170517961e-06   
1000                    0.001515813599171319    1.4669189563807256e-05  1.8364643422232778e-06  
1100                    0.0017219812578893228   1.9407325350815007e-05  1.961373871961024e-06   
1200                    0.0019283772767304697   2.5189635580822438e-05  2.0825697652368525e-06  
1300                    0.0021370884453261276   3.22530097830736e-05    2.1972759125343384e-06  
1400                    0.002352026141818753    4.0943722693277344e-05  2.3085316374621288e-06  
1500                    0.002579266639219618    5.1749033053892674e-05  2.416828115893658e-06   
1600                    0.0028270751169749333   6.531149325934689e-05   2.52024451250265e-06    
1700                    0.003105220863311202    8.240172861793226e-05   2.6192192313247506e-06  
1800                    0.0034234160984298275   0.00010383245664514768  2.715291225255867e-06   
1900                    0.003789239328089907    0.00013032656437831649  2.813773930598172e-06   
2000                    0.004206424803259733    0.00016238745077292872  2.9132726096830666e-06  
2100                    0.0047591030745372425   0.00020022430215733714  3.0091062030675194e-06  
2200                    0.005590385594716099    0.00024375132881831034  3.1027348271984426e-06  
2300                    0.006503957218548431    0.0002926417309229993   3.197890931881511e-06   
2400                    0.007487305866511878    0.00034640277961922025  3.290038764292382e-06   
2500                    0.008528674287628596    0.0004044462649035246   3.379276477168361e-06   
2600                    0.009617783867378363    0.00046614302271085953  3.4656984536510637e-06  
2700                    0.010745943096326779    0.0005308605953129071   3.5493955067717498e-06  
2800                    0.01190585544973278     0.0005979873469797388   3.630455097591748e-06   
2900                    0.01309132865118644     0.0006669468493921246   3.708961552214387e-06   
3000                    0.014296982210373954    0.0007372054996123968   3.784996267685084e-06   
3100                    0.015517986087202165    0.000808275398514511    3.8586379028636046e-06  
3200                    0.01674983330595726     0.0008797138626652864   3.929962554052427e-06   
3300                    0.017988139162149617    0.0009511205517290935   3.999043917440069e-06   
3400                    0.019228459512782407    0.0010221329785350876   4.06595344155566e-06    
3500                    0.02046612604999511     0.001092421078618783    4.130760472784275e-06   
3600                    0.02169610636350904     0.001161681542767038    4.193532395151728e-06   
3700                    0.02291291085051994     0.0012296327596687568   4.2543347615357605e-06  
3800                    0.02411058490957205     0.001296011425284041    4.313231406988122e-06   
3900                    0.025282835640804538    0.0013605719913649238   4.370284527027258e-06   
4000                    0.026423332913076265    0.0014230898752158095   4.425554698330822e-06   
