  100		 1.32E-06		 1.85E-07
  200		 5.23E-05		 3.65E-07
  300		 1.76E-04		 7.17E-07
  400		 3.68E-04		 1.62E-06
  500		 6.57E-04		 4.88E-06
  600		 1.02E-03		 1.60E-05
  700		 1.44E-03		 3.98E-05
  800		 2.06E-03		 9.03E-05
  900		 3.00E-03		 1.93E-04
 1000		 4.14E-03		 3.74E-04
 1100		 5.87E-03		 6.46E-04
 1200		 7.78E-03		 1.00E-03
 1300		 9.76E-03		 1.42E-03
 1400		 1.18E-02		 1.87E-03
 1500		 1.37E-02		 2.33E-03
 1600		 1.56E-02		 2.78E-03
 1700		 1.75E-02		 3.21E-03
 1800		 1.93E-02		 3.62E-03
 1900		 2.11E-02		 3.99E-03
 2000		 2.28E-02		 4.32E-03
 2100		 2.44E-02		 4.63E-03
 2200		 2.59E-02		 4.90E-03
 2300		 2.73E-02		 5.15E-03
 2400		 2.86E-02		 5.37E-03
 2500		 2.98E-02		 5.56E-03
 2600		 3.09E-02		 5.74E-03
 2700		 3.19E-02		 5.90E-03
 2800		 3.29E-02		 6.05E-03
 2900		 3.38E-02		 6.18E-03
 3000		 3.46E-02		 6.30E-03
 3100		 3.54E-02		 6.41E-03
 3200		 3.61E-02		 6.51E-03
 3300		 3.69E-02		 6.60E-03
 3400		 3.76E-02		 6.68E-03
 3500		 3.82E-02		 6.76E-03
 3600		 3.89E-02		 6.82E-03
 3700		 3.95E-02		 6.89E-03
 3800		 4.01E-02		 6.94E-03
 3900		 4.07E-02		 6.99E-03
 4000		 4.12E-02		 7.04E-03
 4100		 4.18E-02		 7.08E-03
 4200		 4.23E-02		 7.12E-03
 4300		 4.29E-02		 7.15E-03
 4400		 4.34E-02		 7.18E-03
 4500		 4.39E-02		 7.21E-03
 4600		 4.44E-02		 7.23E-03
 4700		 4.49E-02		 7.25E-03
 4800		 4.54E-02		 7.26E-03
 4900		 4.58E-02		 7.27E-03
