           t                   Max1/Max2               Max2/Max3        
100                     5.516630614516709       0.7410327426717862      
200                     119.4609304364963       0.7581678640413878      
300                     242.956776775501        0.9422448753260497      
400                     254.46712166420545      1.3813643966612978      
500                     224.21053867935777      2.0646146938979295      
600                     191.01356390605903      2.8888041591745592      
700                     162.46998559851204      3.834612476300185       
800                     138.43945864455839      4.943455472250403       
900                     118.65399944634942      6.2292784537784165      
1000                    102.5259591922083       7.693167426795732       
1100                    89.24625665157299       9.337185833909631       
1200                    78.08944263053252       11.194789430196359      
1300                    68.52615435859487       13.351774553238277      
1400                    60.21061302077101       15.882501996910323      
1500                    52.93835325305668       18.92035546898506       
1600                    46.60201455231739       22.627519362842936      
1700                    41.14834879052116       27.161471964117553      
1800                    36.53717374034808       32.58433854141638       
1900                    32.71022502820722       39.0480985992824        
2000                    29.580179736025364      46.51915711234114       
2100                    27.77897452594731       55.012436635549165      
2200                    27.17507534149016       64.40229243818808       
2300                    26.64209201965848       74.45707077638076       
2400                    26.16201264448287       85.10928209976974       
2500                    25.726737369315504      96.20602219556348       
2600                    25.333244402882627      107.60406004523742      
2700                    24.980511592046486      119.17440997911979      
2800                    24.6678858132037        130.80402961988102      
2900                    24.394380183968487      142.39583767214432      
3000                    24.158472214632766      153.86780687114157      
3100                    23.958130286955747      165.15157279437662      
3200                    23.79091897404977       176.19081352150454      
3300                    23.654111363497137      186.93955558033332      
3400                    23.54477970995221       197.36050972205197      
3500                    23.45985808766145       207.42351308746044      
3600                    23.396182224013884      217.10414231510373      
3700                    23.35051827448069       226.38256153554875      
3800                    23.319596596338005      235.24267572919393      
3900                    23.30016852203376       243.67166231329202      
4000                    23.289101202379086      251.6599322972454       
4100                    23.28351411030846       259.20150751913656      
