           t                      Max1                    Max2                    Max3          
100                     9.119939573403776e-07   1.8499704459369574e-07  2.496480919176878e-07   
200                     3.907958505336242e-05   3.650835033220549e-07   4.815905281931657e-07   
300                     0.0001518859639851089   6.361090442873144e-07   6.970925191494404e-07   
400                     0.0003054040712710538   1.177362955498044e-06   8.973400424273317e-07   
500                     0.0004935925404432115   2.1323935809377956e-06  1.0834540942295913e-06  
600                     0.0006922529401958967   3.5218799726385073e-06  1.2564844753732722e-06  
700                     0.000890320551839943    5.3532147418524335e-06  1.4174031665632047e-06  
800                     0.0010882222106414735   7.713788550120905e-06   1.5671236336091692e-06  
900                     0.0012863126654227774   1.0697252350226438e-05  1.7065054050263094e-06  
1000                    0.0014838092705879741   1.438237878910851e-05   1.8363510707715503e-06  
1100                    0.0016804226761883607   1.886270509832193e-05   1.9609669808934614e-06  
1200                    0.0018771669049622442   2.428074006839488e-05   2.081869036291867e-06   
1300                    0.0020765688800593427   3.085490403681365e-05   2.1961612821302866e-06  
1400                    0.0022828890442566723   3.890555522515649e-05   2.307436527466305e-06   
1500                    0.0025024000551064946   4.887884229213605e-05   2.415253104796671e-06   
1600                    0.002743424053750174    6.135502685557818e-05   2.5180496399473014e-06  
1700                    0.003015701291268387    7.702094931360421e-05   2.616232906902797e-06   
1800                    0.0033288630136490156   9.659274465931262e-05   2.715265961609095e-06   
1900                    0.0036903668390091886   0.00012070111704298615  2.813771333087915e-06   
2000                    0.0041038072870135086   0.00014978104998522593  2.9132697641138973e-06  
2100                    0.004659816837613109    0.00018401006826027351  3.009103155013433e-06   
2200                    0.005485175995413253    0.00022330957656274455  3.1027010067333925e-06  
2300                    0.00639220601597092     0.0002673917362854346   3.197859436753164e-06   
2400                    0.007368239530865056    0.00031582343640348536  3.2900113258135935e-06  
2500                    0.00840130169962145     0.00036808626030230407  3.379254878768538e-06   
2600                    0.009480885545449022    0.0004236233343133514   3.4656844565588567e-06  
2700                    0.010598112646259567    0.0004818722419974672   3.549390787572747e-06   
2800                    0.011745575026179634    0.0005422866147170433   3.63046119973492e-06    
2900                    0.012917058628610678    0.0006043494568515597   3.708979850857739e-06   
3000                    0.014107251629416855    0.0006675806267686988   3.785027945833265e-06   
3100                    0.015311477780450103    0.0007315401649622633   3.858683936089181e-06   
3200                    0.01652546307474366     0.0007958286407609114   3.930023700825508e-06   
3300                    0.01774513151884744     0.0008600853759220454   3.999120712037384e-06   
3400                    0.018966423538208124    0.0009239852262373376   4.066046186675274e-06   
3500                    0.02018513382928346     0.0009872345122072395   4.1308692294929e-06     
3600                    0.02139677276300329     0.001049566673016281    4.193656968910411e-06   
3700                    0.02259646642539509     0.0011107382738626747   4.254474685170208e-06   
3800                    0.02377892371154385     0.0011705260993417628   4.313385924903965e-06   
3900                    0.024938509564831804    0.0012287261242874819   4.370452589428338e-06   
4000                    0.026069461130396373    0.0012851550054203023   4.425734977967642e-06   
4100                    0.027166255749614204    0.0013396542199509316   4.479291766566524e-06   
4200                    0.028224083528449375    0.0013920960908742816   4.531179914670856e-06   
4300                    0.02923931446183503     0.0014423899916320498   4.581454515179409e-06   
4400                    0.030209824305542667    0.0014904865613913287   4.630168630116515e-06   
4500                    0.03113508507238077     0.0015363782043468176   4.677373165700086e-06   
4600                    0.03201601594107467     0.0015800953811218104   4.7231168279442485e-06  
4700                    0.03285467118023506     0.0016216995807968912   4.767446170773893e-06   
4800                    0.03365387067814074     0.0016612746849106266   4.810405720248055e-06   
4900                    0.03441685816464694     0.001698918445149352    4.8671917727303795e-06  
5000                    0.035147031806674535    0.0017347352435438921   4.956621515505916e-06   
