           t                      Max1                    Max2                    Max3          
100                     1.2065406873470424e-06  1.849980764360703e-07   2.4964809083722057e-07  
200                     4.9556124378167885e-05  3.65204718054236e-07    4.815906471418026e-07   
300                     0.00017023788628113472  6.925344105667685e-07   6.970952584649251e-07   
400                     0.000337748937165751    1.3920438059156453e-06  8.973566786222549e-07   
500                     0.0005236289396557467   2.5270994327848095e-06  1.0834973775953994e-06  
600                     0.000708180896294373    4.04013226690159e-06    1.2565616676379587e-06  
700                     0.0008906011512737866   6.005189102294059e-06   1.4175214966889751e-06  
800                     0.0010713235229114326   8.484965613642306e-06   1.5672849054356604e-06  
900                     0.0012486709801064419   1.1473097658409813e-05  1.706689722062049e-06   
1000                    0.0014232043891347019   1.4989623858209472e-05  1.8365096626106767e-06  
1100                    0.0015978803473266346   1.9137272317491903e-05  1.961045379709868e-06   
1200                    0.0017769974031378057   2.4099811469030846e-05  2.081589808641157e-06   
1300                    0.001966053167778509    3.01299816453577e-05    2.1953221877083365e-06  
1400                    0.002172446110782256    3.755348602041263e-05   2.3063630396459993e-06  
1500                    0.0024060327539973496   4.678201292916068e-05   2.4134835030643997e-06  
1600                    0.002678709912310656    5.8303900812092014e-05  2.5153630434100092e-06  
1700                    0.003002661743928462    7.262865160899945e-05   2.613681484299615e-06   
1800                    0.0033875620015368924   9.01898447595077e-05    2.715242695953753e-06   
1900                    0.003837926454989479    0.00011124634082688019  2.8137443783612474e-06  
2000                    0.0046027314885633335   0.00013583269022308538  2.913235241528602e-06   
2100                    0.005530630764061822    0.0001637780822913191   3.0090600245886095e-06  
2200                    0.0065504144736911385   0.00019476979603689785  3.102755892348396e-06   
2300                    0.007644223335151425    0.00022842295048160495  3.197970627877533e-06   
2400                    0.008795549307561051    0.0002643331857213673   3.2901910649355797e-06  
2500                    0.009990311554459792    0.00030210794361437644  3.379514158504524e-06   
2600                    0.011217027451550317    0.00034138153809952645  3.4660327160766205e-06  
2700                    0.012466528325863086    0.00038182051145588155  3.5498357832774886e-06  
2800                    0.0137315131330025      0.0004231239326448235   3.6310090035918954e-06  
2900                    0.015006088166446614    0.0004650212894972466   3.709634936006324e-06   
3000                    0.016285351037728737    0.0005072693074052772   3.785793327453017e-06   
3100                    0.017565032614198235    0.0005496483344973827   3.859561343742383e-06   
3200                    0.018841193054840413    0.000591958628213526    3.931013766153308e-06   
3300                    0.020109964769541775    0.0006340167766803583   4.0002231623436576e-06  
3400                    0.021367339580248904    0.0006756524860743448   4.067260040038322e-06   
3500                    0.0226090069952041      0.0007167060118928484   4.13219298974052e-06    
3600                    0.023830263678856854    0.0007570265807081964   4.19508881797319e-06    
3700                    0.025026027003752314    0.0007964721996446241   4.256012665047122e-06   
3800                    0.026190989127569123    0.000834911197543861    4.3150280919089355e-06  
3900                    0.027319929490049345    0.0008722255691848646   4.372197112554158e-06   
4000                    0.028408155397843558    0.0009083156617596062   4.427580148549719e-06   
4100                    0.029451976053797888    0.0009431051178961089   4.481235897797887e-06   
4200                    0.0304490748207692      0.0009765446354252288   4.533221140531967e-06   
4300                    0.031398667160508084    0.001008613329473482    4.583590537085561e-06   
4400                    0.032301413912563734    0.0010393172442613283   4.632396482671921e-06   
