  100		 2.28E-01
  200		 1.08E-02
  300		 4.31E-03
  400		 3.80E-03
  500		 4.20E-03
  600		 4.96E-03
  700		 5.90E-03
  800		 7.00E-03
  900		 8.25E-03
 1000		 9.68E-03
 1100		 1.13E-02
 1200		 1.31E-02
 1300		 1.51E-02
 1400		 1.75E-02
 1500		 2.01E-02
 1600		 2.32E-02
 1700		 2.67E-02
 1800		 3.05E-02
 1900		 3.47E-02
 2000		 3.89E-02
 2100		 4.26E-02
 2200		 4.42E-02
 2300		 4.56E-02
 2400		 4.70E-02
 2500		 4.82E-02
 2600		 4.93E-02
 2700		 5.04E-02
 2800		 5.13E-02
