  100		 2.10E-01
  200		 9.71E-03
  300		 4.22E-03
  400		 3.84E-03
  500		 4.28E-03
  600		 5.05E-03
  700		 5.98E-03
  800		 7.06E-03
  900		 8.30E-03
 1000		 9.69E-03
 1100		 1.12E-02
 1200		 1.30E-02
 1300		 1.50E-02
 1400		 1.72E-02
 1500		 1.97E-02
 1600		 2.27E-02
 1700		 2.59E-02
 1800		 2.95E-02
 1900		 3.34E-02
 2000		 3.73E-02
 2100		 4.06E-02
 2200		 4.20E-02
 2300		 4.32E-02
 2400		 4.44E-02
 2500		 4.55E-02
